,year,category,movie,nominee,is_winner
4231,1967,CINEMATOGRAPHY (Black-and-White),Georgy Girl| (1967),Ken Higgins,False
4232,1967,CINEMATOGRAPHY (Black-and-White),Is Paris Burning?| (1967),Marcel Grignon,False
4233,1967,CINEMATOGRAPHY (Black-and-White),Seconds| (1967),James Wong Howe,False
4234,1967,CINEMATOGRAPHY (Black-and-White),Who's Afraid of Virginia Woolf?| (1967),Haskell Wexler,True
4235,1967,CINEMATOGRAPHY (Color),Fantastic Voyage| (1967),Ernest Laszlo,False
4236,1967,CINEMATOGRAPHY (Color),Hawaii| (1967),Russell Harlan,False
4237,1967,CINEMATOGRAPHY (Color),A Man for All Seasons| (1967),Ted Moore,True
4238,1967,CINEMATOGRAPHY (Color),The Professionals| (1967),Conrad Hall,False
4239,1967,CINEMATOGRAPHY (Color),The Sand Pebbles| (1967),Joseph MacDonald,False
4240,1967,COSTUME DESIGN (Black-and-White),The Gospel According to St. Matthew| (1967),Danilo Donati,False
4241,1967,COSTUME DESIGN (Black-and-White),Mandragola| (1967),Danilo Donati,False
4242,1967,COSTUME DESIGN (Black-and-White),Mister Buddwing| (1967),Helen Rose,False
4243,1967,COSTUME DESIGN (Black-and-White),Morgan!| (1967),Jocelyn Rickards,False
4244,1967,COSTUME DESIGN (Black-and-White),Who's Afraid of Virginia Woolf?| (1967),Irene Sharaff,True
4245,1967,COSTUME DESIGN (Color),Gambit| (1967),Jean Louis,False
4246,1967,COSTUME DESIGN (Color),Hawaii| (1967),Dorothy Jeakins,False
4247,1967,COSTUME DESIGN (Color),Juliet of the Spirits| (1967),Piero Gherardi,False
4248,1967,COSTUME DESIGN (Color),A Man for All Seasons| (1967),"Elizabeth Haffenden, Joan Bridge",True
4249,1967,COSTUME DESIGN (Color),The Oscar| (1967),Edith Head,False
4250,1967,DIRECTING,Blow-Up| (1967),Michelangelo Antonioni,False
4251,1967,DIRECTING,A Man and a Woman| (1967),Claude Lelouch,False
4252,1967,DIRECTING,A Man for All Seasons| (1967),Fred Zinnemann,True
4253,1967,DIRECTING,The Professionals| (1967),Richard Brooks,False
4254,1967,DIRECTING,Who's Afraid of Virginia Woolf?| (1967),Mike Nichols,False
4255,1967,DOCUMENTARY (Feature),The Face of Genius| (1967),"Alfred R. Kelman, Producer",False
4256,1967,DOCUMENTARY (Feature),Helicopter Canada| (1967),"Peter Jones and Tom Daly, Producers",False
4257,1967,DOCUMENTARY (Feature),Le Volcan Interdit (The Forbidden Volcano)| (1967),"Haroun Tazieff, Producer",False
4258,1967,DOCUMENTARY (Feature),The Really Big Family| (1967),"Alex Grasshoff, Producer",False
4259,1967,DOCUMENTARY (Feature),The War Game| (1967),"Peter Watkins, Producer",True
4260,1967,DOCUMENTARY (Short Subject),Adolescence| (1967),"Marin Karmitz and Vladimir Forgency, Producers",False
4261,1967,DOCUMENTARY (Short Subject),Cowboy| (1967),"Michael Ahnemann and Gary Schlosser, Producers",False
4262,1967,DOCUMENTARY (Short Subject),The Odds Against| (1967),"Lee R. Bobker and Helen Kristt Radin, Producers",False
4263,1967,DOCUMENTARY (Short Subject),Saint Matthew Passion| (1967),Mafilm Studio,False
4264,1967,DOCUMENTARY (Short Subject),A Year toward Tomorrow| (1967),"Edmond A. Levy, Producer",True
4265,1967,FILM EDITING,Fantastic Voyage| (1967),William B. Murphy,False
4266,1967,FILM EDITING,Grand Prix| (1967),"Fredric Steinkamp, Henry Berman, Stewart Linder, Frank Santillo",True
4267,1967,FILM EDITING,The Russians Are Coming The Russians Are Coming| (1967),"Hal Ashby, J. Terry Williams",False
4268,1967,FILM EDITING,The Sand Pebbles| (1967),William Reynolds,False
4269,1967,FILM EDITING,Who's Afraid of Virginia Woolf?| (1967),Sam O'Steen,False
4270,1967,FOREIGN LANGUAGE FILM,The Battle of Algiers| (1967),Italy,False
4271,1967,FOREIGN LANGUAGE FILM,Loves of a Blonde| (1967),Czechoslovakia,False
4272,1967,FOREIGN LANGUAGE FILM,A Man and a Woman| (1967),France,True
4273,1967,FOREIGN LANGUAGE FILM,Pharaoh| (1967),Poland,False
4274,1967,FOREIGN LANGUAGE FILM,Three| (1967),Yugoslavia,False
4275,1967,MUSIC (Original Music Score),The Bible| (1967),Toshiro Mayuzumi,False
4276,1967,MUSIC (Original Music Score),Born Free| (1967),John Barry,True
4277,1967,MUSIC (Original Music Score),Hawaii| (1967),Elmer Bernstein,False
4278,1967,MUSIC (Original Music Score),The Sand Pebbles| (1967),Jerry Goldsmith,False
4279,1967,MUSIC (Original Music Score),Who's Afraid of Virginia Woolf?| (1967),Alex North,False
4280,1967,MUSIC (Scoring of Music--adaptation or treatment),A Funny Thing Happened on the Way to the Forum| (1967),Ken Thorne,True
4281,1967,MUSIC (Scoring of Music--adaptation or treatment),The Gospel According to St. Matthew| (1967),Luis Enrique Bacalov,False
4282,1967,MUSIC (Scoring of Music--adaptation or treatment),Return of the Seven| (1967),Elmer Bernstein,False
4283,1967,MUSIC (Scoring of Music--adaptation or treatment),The Singing Nun| (1967),Harry Sukman,False
4284,1967,MUSIC (Scoring of Music--adaptation or treatment),Stop the World--I Want to Get Off| (1967),Al Ham,False
4285,1967,MUSIC (Song),Alfie| (1967),Music by Burt Bacharach; Lyrics by Hal David,False
4286,1967,MUSIC (Song),Born Free| (1967),Music by John Barry; Lyrics by Don Black,True
4287,1967,MUSIC (Song),Georgy Girl| (1967),Music by Tom Springfield; Lyrics by Jim Dale,False
4288,1967,MUSIC (Song),Hawaii| (1967),Music by Elmer Bernstein; Lyrics by Mack David,False
4289,1967,MUSIC (Song),An American Dream| (1967),Music by Johnny Mandel; Lyrics by Paul Francis Webster,False
4290,1967,BEST PICTURE,Alfie| (1967),"Lewis Gilbert, Producer",False
4291,1967,BEST PICTURE,A Man for All Seasons| (1967),"Fred Zinnemann, Producer",True
4292,1967,BEST PICTURE,The Russians Are Coming The Russians Are Coming| (1967),"Norman Jewison, Producer",False
4293,1967,BEST PICTURE,The Sand Pebbles| (1967),"Robert Wise, Producer",False
4294,1967,BEST PICTURE,Who's Afraid of Virginia Woolf?| (1967),"Ernest Lehman, Producer",False
4295,1967,SHORT SUBJECT (Cartoon),The Drag| (1967),"Wolf Koenig and Robert Verrall, Producers",False
4296,1967,SHORT SUBJECT (Cartoon),Herb Alpert and the Tijuana Brass Double Feature| (1967),"John Hubley and Faith Hubley, Producers",True
4297,1967,SHORT SUBJECT (Cartoon),The Pink Blueprint| (1967),"David H. DePatie and Friz Freleng, Producers",False
4298,1967,SHORT SUBJECT (Live Action),Turkey the Bridge| (1967),"Derek Williams, Producer",False
4299,1967,SHORT SUBJECT (Live Action),Wild Wings| (1967),"Edgar Anstey, Producer",True
4300,1967,SHORT SUBJECT (Live Action),The Winning Strain| (1967),"Leslie Winik, Producer",False
4301,1967,SOUND,Gambit| (1967),"Universal City Studio Sound Department, Waldon O. Watson, Sound Director",False
4302,1967,SOUND,Grand Prix| (1967),"Metro-Goldwyn-Mayer Studio Sound Department, Franklin E. Milton, Sound Director",True
4303,1967,SOUND,Hawaii| (1967),"Samuel Goldwyn Studio Sound Department, Gordon E. Sawyer, Sound Director",False
4304,1967,SOUND,The Sand Pebbles| (1967),"20th Century-Fox Studio Sound Department, James P. Corcoran, Sound Director",False
4305,1967,SOUND,Who's Afraid of Virginia Woolf?| (1967),"Warner Bros. Studio Sound Department, George R. Groves, Sound Director",False
4306,1967,SOUND EFFECTS,Fantastic Voyage| (1967),Walter Rossi,False
4307,1967,SOUND EFFECTS,Grand Prix| (1967),Gordon Daniel,True
4308,1967,SPECIAL VISUAL EFFECTS,Fantastic Voyage| (1967),Art Cruickshank,True
4309,1967,SPECIAL VISUAL EFFECTS,Hawaii| (1967),Linwood G. Dunn,False
4310,1967,WRITING (Screenplay--based on material from another medium),Alfie| (1967),Bill Naughton,False
4311,1967,WRITING (Screenplay--based on material from another medium),A Man for All Seasons| (1967),Robert Bolt,True
4312,1967,WRITING (Screenplay--based on material from another medium),The Professionals| (1967),Richard Brooks,False
4313,1967,WRITING (Screenplay--based on material from another medium),The Russians Are Coming The Russians Are Coming| (1967),William Rose,False
4314,1967,WRITING (Screenplay--based on material from another medium),Who's Afraid of Virginia Woolf?| (1967),Ernest Lehman,False
4315,1967,WRITING (Story and Screenplay--written directly for the screen),Blow-Up| (1967),"Story by Michelangelo Antonioni;  Screenplay by Michelangelo Antonioni, Tonino Guerra, Edward Bond",False
4316,1967,WRITING (Story and Screenplay--written directly for the screen),The Fortune Cookie| (1967),"Billy Wilder, I. A. L. Diamond",False
4317,1967,WRITING (Story and Screenplay--written directly for the screen),Khartoum| (1967),Robert Ardrey,False
4318,1967,WRITING (Story and Screenplay--written directly for the screen),A Man and a Woman| (1967),"Story by Claude Lelouch;  Screenplay by Claude Lelouch, Pierre Uytterhoeven",True
4319,1967,WRITING (Story and Screenplay--written directly for the screen),The Naked Prey| (1967),"Clint Johnston, Don Peters",False
4320,1968,ACTOR,Bonnie and Clyde| (1968),Warren Beatty,False
4321,1968,ACTOR,The Graduate| (1968),Dustin Hoffman,False
4322,1968,ACTOR,Cool Hand Luke| (1968),Paul Newman,False
4323,1968,ACTOR,In the Heat of the Night| (1968),Rod Steiger,True
4324,1968,ACTOR,Guess Who's Coming to Dinner| (1968),Spencer Tracy,False
4325,1968,ACTOR IN A SUPPORTING ROLE,The Dirty Dozen| (1968),John Cassavetes,False
4326,1968,ACTOR IN A SUPPORTING ROLE,Bonnie and Clyde| (1968),Gene Hackman,False
4327,1968,ACTOR IN A SUPPORTING ROLE,Guess Who's Coming to Dinner| (1968),Cecil Kellaway,False
4328,1968,ACTOR IN A SUPPORTING ROLE,Cool Hand Luke| (1968),George Kennedy,True
4329,1968,ACTOR IN A SUPPORTING ROLE,Bonnie and Clyde| (1968),Michael J. Pollard,False
4330,1968,ACTRESS,The Graduate| (1968),Anne Bancroft,False
4331,1968,ACTRESS,Bonnie and Clyde| (1968),Faye Dunaway,False
4332,1968,ACTRESS,The Whisperers| (1968),Dame Edith Evans,False
4333,1968,ACTRESS,Wait until Dark| (1968),Audrey Hepburn,False
4334,1968,ACTRESS,Guess Who's Coming to Dinner| (1968),Katharine Hepburn,True
4335,1968,ACTRESS IN A SUPPORTING ROLE,Thoroughly Modern Millie| (1968),Carol Channing,False
4336,1968,ACTRESS IN A SUPPORTING ROLE,Barefoot in the Park| (1968),Mildred Natwick,False
4337,1968,ACTRESS IN A SUPPORTING ROLE,Bonnie and Clyde| (1968),Estelle Parsons,True
4338,1968,ACTRESS IN A SUPPORTING ROLE,Guess Who's Coming to Dinner| (1968),Beah Richards,False
4339,1968,ACTRESS IN A SUPPORTING ROLE,The Graduate| (1968),Katharine Ross,False
4340,1968,ART DIRECTION,Camelot| (1968),"Art Direction:  John Truscott, Edward Carrere;  Set Decoration:  John W. Brown",True
4341,1968,ART DIRECTION,Doctor Dolittle| (1968),"Art Direction:  Mario Chiari, Jack Martin Smith, Ed Graves;  Set Decoration:  Walter M. Scott, Stuart A. Reiss",False
4342,1968,ART DIRECTION,Guess Who's Coming to Dinner| (1968),Art Direction:  Robert Clatworthy;  Set Decoration:  Frank Tuttle,False
4343,1968,ART DIRECTION,The Taming of the Shrew| (1968),"Art Direction:  Renzo Mongiardino, John DeCuir, Elven Webb, Giuseppe Mariani;  Set Decoration:  Dario Simoni, Luigi Gervasi",False
4344,1968,ART DIRECTION,Thoroughly Modern Millie| (1968),"Art Direction:  Alexander Golitzen, George C. Webb;  Set Decoration:  Howard Bristol",False
4345,1968,CINEMATOGRAPHY,Bonnie and Clyde| (1968),Burnett Guffey,True
4346,1968,CINEMATOGRAPHY,Camelot| (1968),Richard H. Kline,False
4347,1968,CINEMATOGRAPHY,Doctor Dolittle| (1968),Robert Surtees,False
4348,1968,CINEMATOGRAPHY,The Graduate| (1968),Robert Surtees,False
4349,1968,CINEMATOGRAPHY,In Cold Blood| (1968),Conrad Hall,False
4350,1968,COSTUME DESIGN,Bonnie and Clyde| (1968),Theadora Van Runkle,False
4351,1968,COSTUME DESIGN,Camelot| (1968),John Truscott,True
4352,1968,COSTUME DESIGN,The Happiest Millionaire| (1968),Bill Thomas,False
4353,1968,COSTUME DESIGN,The Taming of the Shrew| (1968),"Irene Sharaff, Danilo Donati",False
4354,1968,COSTUME DESIGN,Thoroughly Modern Millie| (1968),Jean Louis,False
4355,1968,DIRECTING,Bonnie and Clyde| (1968),Arthur Penn,False
4356,1968,DIRECTING,The Graduate| (1968),Mike Nichols,True
4357,1968,DIRECTING,Guess Who's Coming to Dinner| (1968),Stanley Kramer,False
4358,1968,DIRECTING,In Cold Blood| (1968),Richard Brooks,False
4359,1968,DIRECTING,In the Heat of the Night| (1968),Norman Jewison,False
4360,1968,DOCUMENTARY (Feature),The Anderson Platoon| (1968),"Pierre Schoendoerffer, Producer",True
4361,1968,DOCUMENTARY (Feature),Festival| (1968),"Murray Lerner, Producer",False
4362,1968,DOCUMENTARY (Feature),Harvest| (1968),"Carroll Ballard, Producer",False
4363,1968,DOCUMENTARY (Feature),A King's Story| (1968),"Jack Le Vien, Producer",False
4364,1968,DOCUMENTARY (Feature),A Time for Burning| (1968),"William C. Jersey, Producer",False
4365,1968,DOCUMENTARY (Short Subject),Monument to the Dream| (1968),"Charles E. Guggenheim, Producer",False
4366,1968,DOCUMENTARY (Short Subject),A Place to Stand| (1968),"Christopher Chapman, Producer",False
4367,1968,DOCUMENTARY (Short Subject),The Redwoods| (1968),"Mark Harris and Trevor Greenwood, Producers",True
4368,1968,DOCUMENTARY (Short Subject),See You at the Pillar| (1968),"Robert Fitchett, Producer",False
4369,1968,DOCUMENTARY (Short Subject),While I Run This Race| (1968),"Carl V. Ragsdale, Producer",False
4370,1968,FILM EDITING,Beach Red| (1968),Frank P. Keller,False
4371,1968,FILM EDITING,The Dirty Dozen| (1968),Michael Luciano,False
4372,1968,FILM EDITING,Doctor Dolittle| (1968),"Samuel E. Beetley, Marjorie Fowler",False
4373,1968,FILM EDITING,Guess Who's Coming to Dinner| (1968),Robert C. Jones,False
4374,1968,FILM EDITING,In the Heat of the Night| (1968),Hal Ashby,True
4375,1968,FOREIGN LANGUAGE FILM,Closely Watched Trains| (1968),Czechoslovakia,True
4376,1968,FOREIGN LANGUAGE FILM,El Amor Brujo| (1968),Spain,False
4377,1968,FOREIGN LANGUAGE FILM,I Even Met Happy Gypsies| (1968),Yugoslavia,False
4378,1968,FOREIGN LANGUAGE FILM,Live for Life| (1968),France,False
4379,1968,FOREIGN LANGUAGE FILM,Portrait of Chieko| (1968),Japan,False
4380,1968,MUSIC (Original Music Score),Cool Hand Luke| (1968),Lalo Schifrin,False
4381,1968,MUSIC (Original Music Score),Doctor Dolittle| (1968),Leslie Bricusse,False
4382,1968,MUSIC (Original Music Score),Far from the Madding Crowd| (1968),Richard Rodney Bennett,False
4383,1968,MUSIC (Original Music Score),In Cold Blood| (1968),Quincy Jones,False
4384,1968,MUSIC (Original Music Score),Thoroughly Modern Millie| (1968),Elmer Bernstein,True
4385,1968,MUSIC (Scoring of Music--adaptation or treatment),Camelot| (1968),"Alfred Newman, Ken Darby",True
4386,1968,MUSIC (Scoring of Music--adaptation or treatment),Doctor Dolittle| (1968),"Lionel Newman, Alexander Courage",False
4387,1968,MUSIC (Scoring of Music--adaptation or treatment),Guess Who's Coming to Dinner| (1968),DeVol,False
4388,1968,MUSIC (Scoring of Music--adaptation or treatment),Thoroughly Modern Millie| (1968),"Andre Previn, Joseph Gershenson",False
4389,1968,MUSIC (Scoring of Music--adaptation or treatment),Valley of the Dolls| (1968),John Williams,False
4390,1968,MUSIC (Song),The Jungle Book| (1968),Music and Lyrics by Terry Gilkyson,False
4391,1968,MUSIC (Song),Banning| (1968),Music by Quincy Jones; Lyrics by Bob Russell,False
4392,1968,MUSIC (Song),Casino Royale| (1968),Music by Burt Bacharach; Lyrics by Hal David,False
4393,1968,MUSIC (Song),Doctor Dolittle| (1968),Music and Lyrics by Leslie Bricusse,True
4394,1968,MUSIC (Song),Thoroughly Modern Millie| (1968),Music and Lyrics by James Van Heusen and Sammy Cahn,False
4395,1968,BEST PICTURE,Bonnie and Clyde| (1968),"Warren Beatty, Producer",False
4396,1968,BEST PICTURE,Doctor Dolittle| (1968),"Arthur P. Jacobs, Producer",False
4397,1968,BEST PICTURE,The Graduate| (1968),"Lawrence Turman, Producer",False
4398,1968,BEST PICTURE,Guess Who's Coming to Dinner| (1968),"Stanley Kramer, Producer",False
4399,1968,BEST PICTURE,In the Heat of the Night| (1968),"Walter Mirisch, Producer",True
4400,1968,SHORT SUBJECT (Cartoon),The Box| (1968),"Fred Wolf, Producer",True
4401,1968,SHORT SUBJECT (Cartoon),Hypothese Beta| (1968),"Jean-Charles Meunier, Producer",False
4402,1968,SHORT SUBJECT (Cartoon),What on Earth!| (1968),"Robert Verrall and Wolf Koenig, Producers",False
4403,1968,SHORT SUBJECT (Live Action),Paddle to the Sea| (1968),"Julian Biggs, Producer",False
4404,1968,SHORT SUBJECT (Live Action),A Place to Stand| (1968),"Christopher Chapman, Producer",True
4405,1968,SHORT SUBJECT (Live Action),Sky over Holland| (1968),"John Ferno, Producer",False
4406,1968,SHORT SUBJECT (Live Action),"Stop, Look and Listen| (1968)","Len Janson and Chuck Menville, Producers",False
4407,1968,SOUND,Camelot| (1968),Warner Bros.-Seven Arts Studio Sound Department,False
4408,1968,SOUND,The Dirty Dozen| (1968),Metro-Goldwyn-Mayer Studio Sound Department,False
4409,1968,SOUND,Doctor Dolittle| (1968),20th Century-Fox Studio Sound Department,False
4410,1968,SOUND,In the Heat of the Night| (1968),Samuel Goldwyn Studio Sound Department,True
4411,1968,SOUND,Thoroughly Modern Millie| (1968),Universal City Studio Sound Department,False
4412,1968,SOUND EFFECTS,The Dirty Dozen| (1968),John Poyner,True
4413,1968,SOUND EFFECTS,In the Heat of the Night| (1968),James A. Richard,False
4414,1968,SPECIAL VISUAL EFFECTS,Doctor Dolittle| (1968),L. B. Abbott,True
4415,1968,SPECIAL VISUAL EFFECTS,Tobruk| (1968),"Howard A. Anderson, Jr., Albert Whitlock",False
4416,1968,WRITING (Screenplay--based on material from another medium),Cool Hand Luke| (1968),"Donn Pearce, Frank R. Pierson",False
4417,1968,WRITING (Screenplay--based on material from another medium),The Graduate| (1968),"Calder Willingham, Buck Henry",False
4418,1968,WRITING (Screenplay--based on material from another medium),In Cold Blood| (1968),Richard Brooks,False
4419,1968,WRITING (Screenplay--based on material from another medium),In the Heat of the Night| (1968),Stirling Silliphant,True
4420,1968,WRITING (Screenplay--based on material from another medium),Ulysses| (1968),"Joseph Strick, Fred Haines",False
4421,1968,WRITING (Story and Screenplay--written directly for the screen),Bonnie and Clyde| (1968),"David Newman, Robert Benton",False
4422,1968,WRITING (Story and Screenplay--written directly for the screen),Divorce American Style| (1968),Story by Robert Kaufman;  Screenplay by Norman Lear,False
4423,1968,WRITING (Story and Screenplay--written directly for the screen),Guess Who's Coming to Dinner| (1968),William Rose,True
4424,1968,WRITING (Story and Screenplay--written directly for the screen),La Guerre Est Finie| (1968),Jorge Semprun,False
4425,1968,WRITING (Story and Screenplay--written directly for the screen),Two for the Road| (1968),Frederic Raphael,False
4426,1969,ACTOR,The Heart Is a Lonely Hunter| (1969),Alan Arkin,False
4427,1969,ACTOR,The Fixer| (1969),Alan Bates,False
4428,1969,ACTOR,Oliver!| (1969),Ron Moody,False
4429,1969,ACTOR,The Lion in Winter| (1969),Peter O'Toole,False
4430,1969,ACTOR,Charly| (1969),Cliff Robertson,True
4431,1969,ACTOR IN A SUPPORTING ROLE,The Subject Was Roses| (1969),Jack Albertson,True
4432,1969,ACTOR IN A SUPPORTING ROLE,Faces| (1969),Seymour Cassel,False
4433,1969,ACTOR IN A SUPPORTING ROLE,Star!| (1969),Daniel Massey,False
4434,1969,ACTOR IN A SUPPORTING ROLE,Oliver!| (1969),Jack Wild,False
4435,1969,ACTOR IN A SUPPORTING ROLE,The Producers| (1969),Gene Wilder,False
4436,1969,ACTRESS,The Lion in Winter| (1969),Katharine Hepburn,True
4437,1969,ACTRESS,The Subject Was Roses| (1969),Patricia Neal,False
4438,1969,ACTRESS,Isadora| (1969),Vanessa Redgrave,False
4439,1969,ACTRESS,Funny Girl| (1969),Barbra Streisand,True
4440,1969,ACTRESS,"Rachel, Rachel| (1969)",Joanne Woodward,False
4441,1969,ACTRESS IN A SUPPORTING ROLE,Faces| (1969),Lynn Carlin,False
4442,1969,ACTRESS IN A SUPPORTING ROLE,Rosemary's Baby| (1969),Ruth Gordon,True
4443,1969,ACTRESS IN A SUPPORTING ROLE,The Heart Is a Lonely Hunter| (1969),Sondra Locke,False
4444,1969,ACTRESS IN A SUPPORTING ROLE,Funny Girl| (1969),Kay Medford,False
4445,1969,ACTRESS IN A SUPPORTING ROLE,"Rachel, Rachel| (1969)",Estelle Parsons,False
4446,1969,ART DIRECTION,Oliver!| (1969),"Art Direction:  John Box, Terence Marsh;  Set Decoration:  Vernon Dixon, Ken Muggleston",True
4447,1969,ART DIRECTION,The Shoes of the Fisherman| (1969),"Art Direction:  George W. Davis, Edward Carfagno",False
4448,1969,ART DIRECTION,Star!| (1969),"Art Direction:  Boris Leven;  Set Decoration:  Walter M. Scott, Howard Bristol",False
4449,1969,ART DIRECTION,2001: A Space Odyssey| (1969),"Art Direction:  Tony Masters, Harry Lange, Ernie Archer",False
4450,1969,ART DIRECTION,War and Peace| (1969),"Art Direction:  Mikhail Bogdanov, Gennady Myasnikov;  Set Decoration:  G. Koshelev, V. Uvarov",False
4451,1969,CINEMATOGRAPHY,Funny Girl| (1969),Harry Stradling,False
4452,1969,CINEMATOGRAPHY,Ice Station Zebra| (1969),Daniel L. Fapp,False
4453,1969,CINEMATOGRAPHY,Oliver!| (1969),Oswald Morris,False
4454,1969,CINEMATOGRAPHY,Romeo and Juliet| (1969),Pasqualino De Santis,True
4455,1969,CINEMATOGRAPHY,Star!| (1969),Ernest Laszlo,False
4456,1969,COSTUME DESIGN,The Lion in Winter| (1969),Margaret Furse,False
4457,1969,COSTUME DESIGN,Oliver!| (1969),Phyllis Dalton,False
4458,1969,COSTUME DESIGN,Planet of the Apes| (1969),Morton Haack,False
4459,1969,COSTUME DESIGN,Romeo and Juliet| (1969),Danilo Donati,True
4460,1969,COSTUME DESIGN,Star!| (1969),Donald Brooks,False
4461,1969,DIRECTING,The Battle of Algiers| (1969),Gillo Pontecorvo,False
4462,1969,DIRECTING,The Lion in Winter| (1969),Anthony Harvey,False
4463,1969,DIRECTING,Oliver!| (1969),Carol Reed,True
4464,1969,DIRECTING,Romeo and Juliet| (1969),Franco Zeffirelli,False
4465,1969,DIRECTING,2001: A Space Odyssey| (1969),Stanley Kubrick,False
4466,1969,DOCUMENTARY (Feature),A Few Notes on Our Food Problem| (1969),"James Blue, Producer",False
4467,1969,DOCUMENTARY (Feature),Journey into Self| (1969),"Bill McGaw, Producer",True
4468,1969,DOCUMENTARY (Feature),The Legendary Champions| (1969),"William Cayton, Producer",False
4469,1969,DOCUMENTARY (Feature),Other Voices| (1969),"David H. Sawyer, Producer",False
4470,1969,DOCUMENTARY (Feature),Young Americans| (1969),"Robert Cohn and Alex Grasshoff, Producers",False
4471,1969,DOCUMENTARY (Short Subject),The House That Ananda Built| (1969),"Fali Bilimoria, Producer",False
4472,1969,DOCUMENTARY (Short Subject),The Revolving Door| (1969),"Lee R. Bobker, Producer",False
4473,1969,DOCUMENTARY (Short Subject),A Space to Grow| (1969),"Thomas P. Kelly, Jr., Producer",False
4474,1969,DOCUMENTARY (Short Subject),A Way Out of the Wilderness| (1969),"Dan E. Weisburd, Producer",False
4475,1969,DOCUMENTARY (Short Subject),Why Man Creates| (1969),"Saul Bass, Producer",True
4476,1969,FILM EDITING,Bullitt| (1969),Frank P. Keller,True
4477,1969,FILM EDITING,Funny Girl| (1969),"Robert Swink, Maury Winetrobe, William Sands",False
4478,1969,FILM EDITING,The Odd Couple| (1969),Frank Bracht,False
4479,1969,FILM EDITING,Oliver!| (1969),Ralph Kemplen,False
4480,1969,FILM EDITING,Wild in the Streets| (1969),"Fred Feitshans, Eve Newman",False
4481,1969,FOREIGN LANGUAGE FILM,The Boys of Paul Street| (1969),Hungary,False
4482,1969,FOREIGN LANGUAGE FILM,The Firemen's Ball| (1969),Czechoslovakia,False
4483,1969,FOREIGN LANGUAGE FILM,The Girl with the Pistol| (1969),Italy,False
4484,1969,FOREIGN LANGUAGE FILM,Stolen Kisses| (1969),France,False
4485,1969,FOREIGN LANGUAGE FILM,War and Peace| (1969),Union of Soviet Socialist Republics,True
4486,1969,MUSIC (Original Score--for a motion picture [not a musical]),The Fox| (1969),Lalo Schifrin,False
4487,1969,MUSIC (Original Score--for a motion picture [not a musical]),The Lion in Winter| (1969),John Barry,True
4488,1969,MUSIC (Original Score--for a motion picture [not a musical]),Planet of the Apes| (1969),Jerry Goldsmith,False
4489,1969,MUSIC (Original Score--for a motion picture [not a musical]),The Shoes of the Fisherman| (1969),Alex North,False
4490,1969,MUSIC (Original Score--for a motion picture [not a musical]),The Thomas Crown Affair| (1969),Michel Legrand,False
4491,1969,MUSIC (Score of a Musical Picture--original or adaptation),Finian's Rainbow| (1969),Adaptation score by Ray Heindorf,False
4492,1969,MUSIC (Score of a Musical Picture--original or adaptation),Funny Girl| (1969),Adaptation score by Walter Scharf,False
4493,1969,MUSIC (Score of a Musical Picture--original or adaptation),Oliver!| (1969),Adaptation score by John Green,True
4494,1969,MUSIC (Score of a Musical Picture--original or adaptation),Star!| (1969),Adaptation score by Lennie Hayton,False
4495,1969,MUSIC (Score of a Musical Picture--original or adaptation),The Young Girls of Rochefort| (1969),Music and adaptation score by Michel Legrand; lyrics by Jacques Demy,False
4496,1969,MUSIC (Song--Original for the Picture),Chitty Chitty Bang Bang| (1969),Music and Lyrics by Richard M. Sherman and Robert B. Sherman,False
4497,1969,MUSIC (Song--Original for the Picture),For Love of Ivy| (1969),Music by Quincy Jones; Lyrics by Bob Russell,False
4498,1969,MUSIC (Song--Original for the Picture),Funny Girl| (1969),Music by Jule Styne; Lyrics by Bob Merrill,False
4499,1969,MUSIC (Song--Original for the Picture),Star!| (1969),Music by Jimmy Van Heusen; Lyrics by Sammy Cahn,False
4500,1969,MUSIC (Song--Original for the Picture),The Thomas Crown Affair| (1969),Music by Michel Legrand; Lyrics by Alan Bergman and Marilyn Bergman,True
4501,1969,BEST PICTURE,Funny Girl| (1969),"Ray Stark, Producer",False
4502,1969,BEST PICTURE,The Lion in Winter| (1969),"Martin Poll, Producer",False
4503,1969,BEST PICTURE,Oliver!| (1969),"John Woolf, Producer",True
4504,1969,BEST PICTURE,"Rachel, Rachel| (1969)","Paul Newman, Producer",False
4505,1969,BEST PICTURE,Romeo and Juliet| (1969),"Anthony Havelock-Allan and John Brabourne, Producers",False
4506,1969,SHORT SUBJECT (Cartoon),The House That Jack Built| (1969),"Wolf Koenig and Jim MacKay, Producers",False
4507,1969,SHORT SUBJECT (Cartoon),The Magic Pear Tree| (1969),"Jimmy Murakami, Producer",False
4508,1969,SHORT SUBJECT (Cartoon),Windy Day| (1969),"John Hubley and Faith Hubley, Producers",False
4509,1969,SHORT SUBJECT (Cartoon),Winnie the Pooh and the Blustery Day| (1969),"Walt Disney, Producer",True
4510,1969,SHORT SUBJECT (Live Action),The Dove| (1969),"George Coe, Sidney Davis and Anthony Lover, Producers",False
4511,1969,SHORT SUBJECT (Live Action),Duo| (1969),National Film Board of Canada,False
4512,1969,SHORT SUBJECT (Live Action),Prelude| (1969),"John Astin, Producer",False
4513,1969,SHORT SUBJECT (Live Action),Robert Kennedy Remembered| (1969),"Charles Guggenheim, Producer",True
4514,1969,SOUND,Bullitt| (1969),Warner Bros.-Seven Arts Studio Sound Department,False
