movie,year,indications,win
"The 5,000 Fingers of Dr. T",1954.0,1,0
The 400 Blows,1960.0,1,0
Voyage to Next,1975.0,1,0
The 100-Year-Old Man Who Climbed out the Window and Disappeared,2016.0,1,0
That's Me,1964.0,1,0
Testament,1984.0,1,0
Waldo Salt: A Screenwriter's Journey,1991.0,1,0
W.E.,2012.0,1,0
Thank God It's Friday,1979.0,1,1
Thank Your Lucky Stars,1944.0,1,0
The 500 Hats of Bartholomew Cubbins,1944.0,1,0
Thanks a Million,1936.0,1,0
That Uncertain Feeling,1942.0,1,0
Thar She Blows!,1953.0,1,0
That Forsyte Woman,1951.0,1,0
Wabash Avenue,1951.0,1,0
That Thing You Do!,1997.0,1,0
Waco: The Rules of Engagement,1998.0,1,0
That Mothers Might Live,1939.0,1,1
That Girl from Paris,1937.0,1,0
That Man from Rio,1965.0,1,0
That Lady in Ermine,1949.0,1,0
Walky Talky Hawky,1947.0,1,0
Wall Street,1988.0,1,1
The Adventures of Tom Sawyer,1939.0,1,0
Walls of Fire,1974.0,1,0
The Adventures of Tintin,2012.0,1,0
Visas and Virtue,1998.0,1,1
"The Adventures of Priscilla, Queen of the Desert",1995.0,1,1
Waltzing Regitze,1990.0,1,0
Visit to a Small Planet,1961.0,1,0
Waltz with Bashir,2009.0,1,0
Vitelloni,1958.0,1,0
Tell the Truth and Run: George Seldes and the American Press,1997.0,1,0
Ten Gentlemen from West Point,1943.0,1,0
Viva Italia!,1979.0,1,0
Tender Is the Night,1963.0,1,0
Tequila Sunrise,1989.0,1,0
The 81st Blow,1975.0,1,0
The Addams Family,1992.0,1,0
The Actress,1954.0,1,0
The Accused,1989.0,1,1
Teresa,1952.0,1,0
Volcano:  An Inquiry into the Life and Death of Malcolm Lowry,1977.0,1,0
Volver a Empezar ('To Begin Again'),1983.0,1,1
Wallace & Gromit in The Curse of the Were-Rabbit,2006.0,1,1
Volver,2007.0,1,0
Terminus,1964.0,1,0
The Absent-Minded Waiter,1978.0,1,0
Von Ryan's Express,1966.0,1,0
The Act of Killing,2014.0,1,0
The Battle of the Bulge...The Brave Rifles,1966.0,1,0
Vanilla Sky,2002.0,1,0
Tubby the Tuba,1948.0,1,0
The Boxtrolls,2015.0,1,0
The Box,1968.0,1,1
Tulips Shall Grow,1943.0,1,0
The Boy Friend,1972.0,1,0
The Boy and the Eagle,1950.0,1,0
Tuesday Morning Ride,1996.0,1,0
The Boys of Paul Street,1969.0,1,0
Tuba Atlantic,2012.0,1,0
The Book Thief,2014.0,1,0
Tsotsi,2006.0,1,1
Trumbo,2016.0,1,0
True Lies,1995.0,1,0
The Bridge of San Luis Rey,1930.0,1,1
The Bridge of San Luis Rey,1945.0,1,0
Truant Officer Donald,1942.0,1,0
The Bridges of Madison County,1996.0,1,0
Tulsa,1950.0,1,0
The Bolshoi Ballet,1959.0,1,0
The Brink's Job,1979.0,1,0
The Blue Lagoon,1981.0,1,0
Twin Towers,2003.0,1,1
Twin Sisters,2004.0,1,0
Twin Sisters of Kyoto,1964.0,1,0
The Blood of Yingzhou District,2007.0,1,1
Twice in a Lifetime,1986.0,1,0
Twenty-One Miles,1943.0,1,0
The Blue Dahlia,1947.0,1,0
Tweetie Pie,1948.0,1,1
Tumbleweeds,2000.0,1,0
Turkish Delight,1974.0,1,0
The Boat Is Full,1982.0,1,0
Turkey the Bridge,1967.0,1,0
Tupac: Resurrection,2005.0,1,0
The Bolero,1974.0,1,1
Tup Tup,1973.0,1,0
Tunes of Glory,1961.0,1,0
The Bridge,1960.0,1,0
Troy,2005.0,1,0
Twist of Faith,2005.0,1,0
The Cell,2001.0,1,0
The Case of Sergeant Grischa,1931.0,1,0
The Cat Came Back,1989.0,1,0
The Cat Concerto,1947.0,1,1
The Cathedral,2003.0,1,0
Tristana,1971.0,1,0
Trio,1951.0,1,0
Tribute,1981.0,1,0
The Chalk Garden,1965.0,1,0
Trolls,2017.0,1,0
Triangle,1995.0,1,0
The Challenge...A Tribute to Modern Art,1975.0,1,0
Trial,1956.0,1,0
Trevor,1995.0,1,1
Trees and Jamaica Daddy,1958.0,1,0
The Champ,1980.0,1,0
Treasure Planet,2003.0,1,0
The Caretakers,1964.0,1,0
The Captain's Paradise,1954.0,1,0
The Broadcast Tapes of Dr. Peter,1994.0,1,0
Trouble Indemnity,1951.0,1,0
Troublesome Creek: A Midwestern,1996.0,1,0
The Broken Circle Breakdown,2014.0,1,0
The Brothers Karamazov,1959.0,1,0
Trouble the Water,2009.0,1,0
The Brothers Karamazov,1970.0,1,0
The Buccaneer,1939.0,1,0
The Buccaneer,1959.0,1,0
Tropic Thunder,2009.0,1,0
Tron: Legacy,2011.0,1,0
The Caddy,1954.0,1,0
The Cadillac,1963.0,1,0
Tropic Holiday,1939.0,1,0
The Calico Dragon,1936.0,1,0
The California Reich,1976.0,1,0
The Canterbury Tales,1999.0,1,0
The Captain of Kopenick,1957.0,1,0
The Black Rose,1951.0,1,0
The Black Dahlia,2007.0,1,0
The Anderson Platoon,1968.0,1,1
Union Maids,1978.0,1,0
The Bachelor and the Bobby-Soxer,1948.0,1,1
Universe,1977.0,1,0
Universe,1961.0,1,0
United States Marine Band,1943.0,1,0
The Balcony,1964.0,1,0
The Barber of Birmingham: Foot Soldier of the Civil Rights Movement,2012.0,1,0
Union Pacific,1940.0,1,0
Unfinished Business,1986.0,1,0
Unstrung Heroes,1996.0,1,0
Unfaithful,2003.0,1,0
The Barker,1930.0,1,0
Underworld,1929.0,1,1
The Barkleys of Broadway,1950.0,1,0
Under the Sun,2000.0,1,0
The Battle of Algiers,1967.0,1,0
Under Western Stars,1939.0,1,0
Unstoppable,2011.0,1,0
The Bachelor Party,1958.0,1,0
The Battle of Midway,1943.0,1,1
Valiant Is the Word for Carrie,1937.0,1,0
The Angry Silence,1961.0,1,0
Van Gogh,1950.0,1,1
The Apostle,1998.0,1,0
The Appointments of Dennis Jennings,1989.0,1,1
The Apprenticeship of Duddy Kravitz,1975.0,1,0
Valmont,1990.0,1,0
Valley of the Dolls,1968.0,1,0
Vacation from Marriage,1947.0,1,1
The Baby Maker,1971.0,1,0
Urge to Build,1982.0,1,0
Up,1985.0,1,1
Up in Mabel's Room,1945.0,1,0
The Assault,1987.0,1,1
The Atomic City,1953.0,1,0
Up Close and Personal,1997.0,1,0
The Baader Meinhof Complex,2009.0,1,0
Under Fire,1984.0,1,0
The Battle of Neretva,1970.0,1,0
The Birds,1964.0,1,0
The Big Pond,1931.0,1,0
Two-Minute Warning,1977.0,1,0
The Big Carnival,1952.0,1,0
Two for the Road,1968.0,1,0
Two Women,1962.0,1,1
Two Tickets to Broadway,1952.0,1,0
Two Soldiers,2004.0,1,1
Two Hands,2007.0,1,0
Two Girls and a Sailor,1945.0,1,0
The Bicycle Thief,1950.0,1,0
"Two Days, One Night",2015.0,1,0
The Big Snit,1986.0,1,0
The Big Story,1995.0,1,0
The Bigger Picture,2015.0,1,0
"Two Cars, One Night",2005.0,1,0
The Birdcage,1997.0,1,0
Two Arabian Knights,1929.0,1,1
The Big Broadcast of 1938,1939.0,1,1
Typhoon,1941.0,1,0
The Battle of Russia,1944.0,1,0
The Best Little Whorehouse in Texas,1983.0,1,0
Taras Bulba,1963.0,1,0
Undefeated,2012.0,1,1
The Battle over Citizen Kane,1996.0,1,0
The Bead Game,1978.0,1,0
The Bear,1990.0,1,0
Unconquered,1948.0,1,0
The Bespoke Overcoat,1957.0,1,1
The Best Man,1965.0,1,0
The Bible,1967.0,1,0
The Best Things in Life Are Free,1957.0,1,0
Unchained,1956.0,1,0
Umberto D.,1957.0,1,0
Ulysses,1968.0,1,0
Ulee's Gold,1998.0,1,0
Ugetsu,1956.0,1,0
The Betrayal (Nerakhoon),2009.0,1,0
Tarzan,2000.0,1,1
The Perils of Pauline,1948.0,1,0
War Witch,2013.0,1,0
Wives and Lovers,1964.0,1,0
Women at War,1944.0,1,0
Something to Sing About,1938.0,1,0
Woman of the Town,1945.0,1,0
Something's Gotta Give,2004.0,1,0
Woman in the Dunes,1966.0,1,0
Woman in the Dunes,1965.0,1,0
Somewhere in Time,1981.0,1,0
Wolfgang,1998.0,1,0
Son of Paleface,1953.0,1,0
Women in War,1941.0,1,0
Son of Saul,2016.0,1,1
Son of the Bride,2002.0,1,0
Song of the Flame,1931.0,1,0
Witness to War: Dr. Charlie Clements,1986.0,1,1
Song of the Sea,2015.0,1,0
Witness to Apartheid,1987.0,1,0
Song without End (The Story of Franz Liszt),1961.0,1,1
Songwriter,1985.0,1,0
Somebody Waiting,1972.0,1,0
Women on the Verge of a Nervous Breakdown,1989.0,1,0
Sons of Liberty,1940.0,1,1
So You Think You're Not Guilty,1950.0,1,0
So Dear to My Heart,1950.0,1,0
So Ends Our Night,1942.0,1,0
So Much for So Little,1950.0,1,1
Wreck-It Ralph,2013.0,1,0
So This Is Harris,1934.0,1,1
World of Tomorrow,2016.0,1,0
World of Kids,1952.0,1,1
So This Is Washington,1944.0,1,0
So You Want to Be in Pictures,1948.0,1,0
"Women--for America, for the World",1987.0,1,1
So You Want to Be on the Radio,1949.0,1,0
Soldiers in Hiding,1986.0,1,0
Soldiers of the Sky,1942.0,1,0
Solly's Diner,1980.0,1,0
Work Experience,1990.0,1,1
Solomon and Gaenor,2000.0,1,0
Solo,1973.0,1,0
Wordless,1997.0,1,0
With the Marines at Tarawa,1945.0,1,1
Sophie Scholl - The Final Days,2006.0,1,0
Tanna,2017.0,1,0
Spills and Chills,1950.0,1,0
Speedy Gonzales,1956.0,1,1
Speedy,1929.0,1,0
Winnie the Pooh and Tigger Too,1975.0,1,0
Spellbound,2003.0,1,0
Wings over Mt. Everest,1936.0,1,1
Wings over Honolulu,1938.0,1,0
Spielzeugland (Toyland),2009.0,1,1
Wings Up,1944.0,1,0
Spirit: Stallion of the Cimarron,2003.0,1,0
Spectre,2016.0,1,1
Spirited Away,2003.0,1,1
Splash,1985.0,1,0
Winged Migration,2003.0,1,0
Wing and a Prayer,1945.0,1,0
Split Cherry Tree,1983.0,1,0
Windy Day,1969.0,1,0
Willy Wonka and the Chocolate Factory,1972.0,1,0
Squash,2004.0,1,0
Speed for Thespians,2002.0,1,0
Special Effects,1997.0,1,0
With These Hands,1951.0,1,0
"South Park: Bigger, Longer & Uncut",2000.0,1,0
Sorcerer,1978.0,1,0
Sorrell and Son,1929.0,1,0
"Sorry, Wrong Number",1949.0,1,0
Sound and Fury,2001.0,1,0
With Byrd at the South Pole,1931.0,1,1
Sound of Sunshine - Sound of Rain,1984.0,1,0
With Babies and Banners: Story of the Women's Emergency Brigade,1979.0,1,0
Wish 143,2011.0,1,0
Space Cowboys,2001.0,1,0
Special Delivery,1979.0,1,1
Winter on Fire: Ukraine's Fight for Freedom,2016.0,1,0
Spaceborne,1978.0,1,0
Spaces: The Architecture of Paul Rudolph,1984.0,1,0
Winter Paradise,1954.0,1,0
Winning Your Wings,1943.0,1,0
Speaking in Strings,2000.0,1,0
Speaking of Animals and Their Families,1943.0,1,1
Winnie the Pooh and the Blustery Day,1969.0,1,1
Snow,1966.0,1,0
Snows of Aorangi,1959.0,1,0
Snow White and the Seven Dwarfs,1938.0,1,0
Young Mr. Lincoln,1940.0,1,0
Youth on Parade,1943.0,1,0
Youth in Crisis,1944.0,1,0
Silent Nights,2017.0,1,0
Silent Village,1944.0,1,0
Your National Gallery,1946.0,1,0
Your Face,1988.0,1,0
Young at Heart,1988.0,1,1
Young Sherlock Holmes,1986.0,1,0
Silver Streak,1977.0,1,0
Siege,1941.0,1,0
Silver into Gold,1988.0,1,0
Young Guns II,1991.0,1,0
Sinbad the Sailor,1937.0,1,0
Sing Your Way Home,1946.0,1,0
Sing!,2002.0,1,0
"Sing, Baby, Sing",1937.0,1,0
Young Americans,1969.0,1,0
Singing Guns,1951.0,1,0
Silence,2017.0,1,0
Sidney's Family Tree,1959.0,1,0
Wrestling Swordfish,1933.0,1,1
the end,1996.0,1,0
Ådalen '31,1970.0,1,0
À Nous la Liberté,1933.0,1,0
Shoe-Shine,1948.0,1,0
Shoeshine,1988.0,1,0
Shok,2016.0,1,0
Short Cuts,1994.0,1,0
Should Wives Work?,1938.0,1,0
tom thumb,1959.0,1,1
the accountant,2002.0,1,1
Youth,2016.0,1,0
"sex, lies, and videotape",1990.0,1,0
images,1973.0,1,0
Zus & Zo,2003.0,1,0
Zootopia,2017.0,1,1
Shut Up...I'm Crying,1971.0,1,0
Siam,1955.0,1,0
Sicko,2008.0,1,0
Zelary,2004.0,1,0
Sing,2017.0,1,1
You're a Sweetheart,1938.0,1,0
Sis Hopkins,1942.0,1,0
Yankee Doodle Mouse,1944.0,1,1
"Yes, Giorgio",1983.0,1,0
Yeats Country,1966.0,1,0
Small Talk,1994.0,1,0
Small Town Girl,1954.0,1,0
Smart Money,1932.0,1,0
Smart as a Fox,1947.0,1,0
Smile Pinki,2009.0,1,1
Smilin' Through,1934.0,1,0
Smokey and the Bandit,1978.0,1,0
Sister Kenny,1947.0,1,0
Yad Vashem: Preserving the Past to Ensure the Future,1990.0,1,0
Y Tu Mamá También,2003.0,1,0
Snow Capers,1949.0,1,0
X-Men: Days of Future Past,2015.0,1,0
Snow Carnival,1950.0,1,0
Wyatt Earp,1995.0,1,0
Snow Falling on Cedars,2000.0,1,0
Wrong Way Butch,1951.0,1,0
"Yesterday, Today and Tomorrow",1965.0,1,1
Yesterday,2005.0,1,0
Yojimbo,1962.0,1,0
You Are Free  (Ihr Zent Frei),1984.0,1,0
Sister Rose's Passion,2005.0,1,0
Sisyphus,1976.0,1,0
Sitting Pretty,1949.0,1,0
You're a Big Boy Now,1967.0,1,0
Six Degrees of Separation,1994.0,1,0
Six Shooter,2006.0,1,1
Six-Sided Triangle,1964.0,1,0
Skaterdater,1966.0,1,0
You'll Find Out,1941.0,1,0
Sky over Holland,1968.0,1,0
You Light Up My Life,1978.0,1,1
Skylark,1942.0,1,0
Skyscraper,1960.0,1,0
Sleepers,1997.0,1,0
You Don't Have to Die,1989.0,1,1
You Can't Win,1949.0,1,0
Sleeping Beauty,1960.0,1,0
Squatter's Rights,1947.0,1,0
Squires of San Quentin,1979.0,1,0
Sredni Vashtar,1983.0,1,0
West Bank Story,2007.0,1,1
Superman Returns,2007.0,1,0
Superman,1942.0,1,0
Traveling Hopefully,1983.0,1,0
Sure Cures,1947.0,1,0
Surf's Up,2008.0,1,0
Whale Rider,2004.0,1,0
Survival City,1956.0,1,1
Wet Blanket Policy,1949.0,1,0
Suzanne Farrell: Elusive Muse,1997.0,1,0
What Happened to Santiago,1990.0,1,0
Suzy,1937.0,1,0
Wells Fargo,1938.0,1,0
Wee Willie Winkie,1938.0,1,0
Wee Water Wonders,1954.0,1,0
"We've Come a Long, Long Way",1944.0,1,0
Swan Song,1993.0,1,0
Swanee River,1940.0,1,0
Swedes in America,1944.0,1,0
Super Size Me,2005.0,1,0
Super Chief: The Life and Legacy of Earl Warren,1990.0,1,0
When Ladies Meet,1942.0,1,0
What's the Matter with Helen?,1972.0,1,0
Sunbonnet Sue,1946.0,1,0
When Harry Met Sally...,1990.0,1,0
When Father Was Away on Business,1986.0,1,0
Sundae in New York,1984.0,1,1
When Dinosaurs Ruled the Earth,1972.0,1,0
When Abortion Was Illegal: Untold Stories,1993.0,1,0
"What, No Men!",1935.0,1,0
Sundays and Cybele,1963.0,1,1
What's New Pussycat?,1966.0,1,0
Sunset,1989.0,1,0
Sunflower,1971.0,1,0
Sunny,1942.0,1,0
What's Eating Gilbert Grape,1994.0,1,0
What on Earth!,1968.0,1,0
Sunrise over Tiananmen Square,1999.0,1,0
What Price Hollywood?,1933.0,1,0
"What Next, Corporal Hargrove?",1946.0,1,0
"What Happened, Miss Simone?",2016.0,1,0
We Refuse to Die,1943.0,1,0
We Can't Live without Cosmos,2016.0,1,0
Way Out West,1938.0,1,0
Tammy and the Bachelor,1958.0,1,0
Watani: My Homeland,2017.0,1,0
Wat's Pig,1997.0,1,0
Tabu,1932.0,1,1
Waste Land,2011.0,1,0
Take the High Ground,1954.0,1,0
Wasp,2005.0,1,1
Tales of Meeting and Parting,1985.0,1,0
"Tall, Dark and Handsome",1942.0,1,0
Tangerines,2015.0,1,0
Sweet Dreams,1986.0,1,0
Tanghi Argentini,2008.0,1,0
Tangled,2011.0,1,0
Wartime Romance,1985.0,1,0
Warrior,2012.0,1,0
Tango,1983.0,1,1
War/Dance,2008.0,1,0
Tango,1999.0,1,0
Tanks a Million,1942.0,1,0
Tabasco Road,1958.0,1,0
T-Men,1948.0,1,0
T Is for Tumbleweed,1959.0,1,0
Water Birds,1953.0,1,1
Sweet and Low-Down,1945.0,1,0
Sweethearts?,1998.0,1,0
Way Down South,1940.0,1,0
Water,2007.0,1,0
Waterworld,1996.0,1,0
Swing High,1933.0,1,0
Swing Shift,1985.0,1,0
Swingtime in the Movies,1939.0,1,0
Swiss Family Robinson,1941.0,1,0
Water--Friend or Enemy,1944.0,1,0
Switzerland,1956.0,1,0
Swooner Crooner,1945.0,1,0
Sword Fishing,1940.0,1,0
Symphony of a City,1949.0,1,1
Symposium on Popular Songs,1963.0,1,0
Water Trix,1950.0,1,0
Syrup,1995.0,1,0
When Ladies Meet,1934.0,1,0
Sun Come Up,2011.0,1,0
William Shakespeare's Romeo & Juliet,1997.0,1,0
White Heat,1950.0,1,0
Star Trek: First Contact,1997.0,1,0
Who Are the DeBolts? And Where Did They Get Nineteen Kids?,1978.0,1,1
Star Wars Episode II Attack of the Clones,2003.0,1,0
Star Wars: Episode III Revenge of the Sith,2006.0,1,0
White Shadows in the South Seas,1930.0,1,1
White Rhapsody,1946.0,1,0
Star in the Night,1946.0,1,1
Starman,1985.0,1,0
Starship Troopers,1998.0,1,0
Star Trek Into Darkness,2014.0,1,0
White Earth,2015.0,1,0
White Eagle,1943.0,1,0
Steel Magnolias,1990.0,1,0
White Christmas,1955.0,1,0
Step Lively,1945.0,1,0
White Bim Black Ear,1979.0,1,0
Sticky My Fingers...Fleet My Feet,1971.0,1,0
White Banners,1939.0,1,0
Who Is Harry Kellerman and Why Is He Saying Those Terrible Things about Me?,1972.0,1,0
Who Killed Cock Robin?,1936.0,1,0
When Life Departs,1999.0,1,0
Wild Strawberries,1960.0,1,0
Stagecoach to Fury,1957.0,1,0
Wild in the Streets,1969.0,1,0
Wild by Law,1992.0,1,0
Wild at Heart,1991.0,1,0
Stairway to Light,1946.0,1,1
Wild Wings,1967.0,1,1
Wild Tales,2015.0,1,0
Stand By for Action,1944.0,1,0
Wild Life,2012.0,1,0
Who Killed Vincent Chin?,1989.0,1,0
Why Man Creates,1969.0,1,1
Stand and Deliver,1989.0,1,0
Why Korea?,1951.0,1,1
Stand by Me,1987.0,1,0
Why Can't We Be a Family Again?,2003.0,1,0
Star Trek Beyond,2017.0,1,0
Whoopee!,1932.0,1,0
Who's Who in Animal Land,1945.0,1,1
Still Alice,2015.0,1,1
Still Kicking: The Fabulous Palm Springs Follies,1998.0,1,0
Stolen Kisses,1969.0,1,0
When the Day Breaks,2000.0,1,0
Which Way Home,2010.0,1,0
Strikes and Spares,1935.0,1,0
Strings,1992.0,1,0
Stuart Little,2000.0,1,0
Where Mountains Float,1957.0,1,0
Stubble Trouble,2002.0,1,0
Stutterer,2016.0,1,1
Where Love Has Gone,1965.0,1,0
Suicide Squad,2017.0,1,1
Whistling Smith,1976.0,1,0
When Willie Comes Marching Home,1951.0,1,0
Sully,2017.0,1,0
Summer Storm,1945.0,1,0
When We Were Kings,1997.0,1,1
When Tomorrow Comes,1940.0,1,1
When Time Ran Out,1981.0,1,0
When Marnie Was There,2016.0,1,0
When Magoo Flew,1955.0,1,1
Streetwise,1985.0,1,0
Street of Chance,1931.0,1,0
Whiffs,1976.0,1,0
Street Smart,1988.0,1,0
Stop the World--I Want to Get Off,1967.0,1,0
"Stop, Look and Listen",1968.0,1,0
Storm over Bengal,1939.0,1,0
Story of a Dog,1946.0,1,0
Stout Hearts and Willing Hands,1933.0,1,0
Straight Outta Compton,2016.0,1,0
Straight from the Heart,1995.0,1,0
Strange Fruit,1979.0,1,0
Strange Invaders,2002.0,1,0
Strangers No More,2011.0,1,1
Strangers on a Train,1952.0,1,0
While I Run This Race,1968.0,1,0
Strategic Air Command,1956.0,1,0
Straw Dogs,1972.0,1,0
Strawberry and Chocolate,1995.0,1,0
Street Angel,1930.0,1,0
Street Fight,2006.0,1,0
The Chicken (Le Poulet),1966.0,1,1
Too Many Husbands,1941.0,1,0
The Chicken from Outer Space,1996.0,1,0
The House That Jack Built,1969.0,1,0
The Shop on Main Street,1966.0,1,1
The Last Tycoon,1977.0,1,0
The Shootist,1977.0,1,0
The Last Voyage,1961.0,1,0
The Last of Mrs. Cheyney,1930.0,1,0
The Last of the Mohicans,1937.0,1,0
The Last of the Mohicans,1993.0,1,1
The Late Show,1978.0,1,0
The Shetland Experience,1978.0,1,0
The Legend of Jimmy Blue Eyes,1965.0,1,0
The Legend of John Henry,1974.0,1,0
The Shepherd,1971.0,1,0
The Legend of Rock-a-bye Point,1956.0,1,0
The Legendary Champions,1969.0,1,0
The Lego Movie,2015.0,1,0
The Leopard,1964.0,1,0
The Sheepman,1959.0,1,0
The Sheep Has Five Legs,1956.0,1,0
The Letter,1930.0,1,0
The Last Truck: Closing of a GM Plant,2010.0,1,0
The Last Temptation of Christ,1989.0,1,0
The Shop on Main Street,1967.0,1,0
The Last Campaign of Governor Booth Gardner,2010.0,1,0
The Lady Objects,1939.0,1,0
The Lady and the Reaper (La Dama y la Muerte),2010.0,1,0
The Lady in Number 6: Music Saved My Life,2014.0,1,1
The Lady in Waiting,1993.0,1,0
The Ladykillers,1957.0,1,0
The Landlord,1971.0,1,0
The Singing Nun,1967.0,1,0
The Last Bomb,1946.0,1,0
The Sin of Madelon Claudet,1933.0,1,1
The Shore,2012.0,1,1
The Last Days,1999.0,1,1
The Silent World,1957.0,1,1
The Silent Revolution,1973.0,1,0
The Last Farm,2006.0,1,0
The Last King of Scotland,2007.0,1,1
The Last Metro,1981.0,1,0
The Silence,1983.0,1,0
The Sign of the Cross,1934.0,1,0
The Life and Times of Judge Roy Bean,1973.0,1,0
The Line King: The Al Hirschfeld Story,1997.0,1,0
The Shadow of Hate,1996.0,1,0
The Look of Silence,2016.0,1,0
The Scoundrel,1936.0,1,1
The Living Stone,1959.0,1,0
The Lobster,2017.0,1,0
The Scent of Green Papaya,1994.0,1,0
The Saviour,2007.0,1,0
The Long Way Home,1998.0,1,1
The Longest Yard,1975.0,1,0
The Sandpiper,1966.0,1,1
The Sandman,1993.0,1,0
The Screw (La Vis),1994.0,1,0
The Sand Castle,1978.0,1,1
The Salt of the Earth,2015.0,1,0
The Salesman,2017.0,1,1
"The Running, Jumping and Standing-Still Film",1960.0,1,0
The Lost Patrol,1935.0,1,0
The Lost Thing,2011.0,1,1
The Ruling Class,1973.0,1,0
The Lost World: Jurassic Park,1998.0,1,0
The Living Sea,1996.0,1,0
The Living Desert,1954.0,1,1
The Seventh Veil,1947.0,1,1
The Little Orphan,1949.0,1,1
The Seventh Cross,1945.0,1,0
The Seven Little Foys,1956.0,1,0
The Sessions,2013.0,1,0
The Little Ark,1973.0,1,0
The Selfish Giant,1972.0,1,0
The Little Match Girl,1938.0,1,0
The Little Matchgirl,2007.0,1,0
The Seeing Eye,1952.0,1,0
The Secret of Kells,2010.0,1,0
The Living City,1954.0,1,0
The Secret in Their Eyes,2010.0,1,1
The Secret Land,1949.0,1,1
The Little Witch,1946.0,1,0
The Sea,1934.0,1,0
The Lively Set,1965.0,1,0
The Lives of Others,2007.0,1,1
The Sea around Us,1953.0,1,1
The Sea Wolf,1942.0,1,0
The Smiling Lieutenant,1933.0,1,0
The Lady Eve,1942.0,1,0
The Labor Front,1944.0,1,0
The Stratton Story,1950.0,1,1
The Impossible,2013.0,1,0
The Incredible Machine,1976.0,1,0
The Strip,1952.0,1,0
The Stripper,1964.0,1,0
The Street,1977.0,1,0
The Strawberry Blonde,1942.0,1,0
The Inn of the Sixth Happiness,1959.0,1,0
The Strauss Fantasy,1955.0,1,0
The Stratford Adventure,1955.0,1,0
The Sullivans,1945.0,1,0
The Stranger,1947.0,1,0
The Invisible Man Returns,1941.0,1,0
The Strange Love of Martha Ivers,1947.0,1,0
The Straight Story,2000.0,1,0
The Invisible War,2013.0,1,0
The Invisible Woman,1942.0,1,0
The Invisible Woman,2014.0,1,0
The Island at the Top of the World,1975.0,1,0
The Important Man,1962.0,1,0
The Illusionist,2011.0,1,0
The Janitor,1995.0,1,0
The Taste of Others,2001.0,1,0
The House of the Seven Gables,1941.0,1,0
The House on 92nd Street,1946.0,1,1
The House on Chelouche Street,1974.0,1,0
The House without a Name,1957.0,1,0
The Ten-Year Lunch: The Wit and Legend of the Algonquin Round Table,1988.0,1,1
The Tempest,2011.0,1,0
The Human Dutch,1965.0,1,0
The Tell Tale Heart,1954.0,1,0
The Hunchback of Notre Dame,1997.0,1,0
The Illusionist,2007.0,1,0
The Tanks Are Coming,1942.0,1,0
The Hunting Ground,2016.0,1,0
The Hunt,2014.0,1,0
The Tale of the Princess Kaguya,2015.0,1,0
The Sword in the Stone,1964.0,1,0
The Hurricane,2000.0,1,0
The Swarm,1979.0,1,0
The Ides of March,2012.0,1,0
The Story of the Weeping Camel,2005.0,1,0
The Jaywalker,1957.0,1,0
The L-Shaped Room,1964.0,1,0
The Spanish Main,1946.0,1,0
The Jury Goes Round 'N' Round,1946.0,1,0
The Spoilers,1943.0,1,0
The Spirit of St. Louis,1958.0,1,0
The Kansan,1944.0,1,0
The Spirit of America,1964.0,1,0
The Karate Kid Part II,1987.0,1,0
The Karate Kid,1985.0,1,0
The Spiral Staircase,1947.0,1,0
The Killing Ground,1980.0,1,0
The Jungle Book,2017.0,1,1
The Sorrow and the Pity,1972.0,1,0
The Son of Monte Cristo,1942.0,1,0
The Kiss,1959.0,1,0
The Solar Film,1980.0,1,0
The Kite Runner,2008.0,1,0
The Klan: A Legacy of Hate in America,1983.0,1,0
The Snowman,1983.0,1,0
The Sniper,1953.0,1,0
The Square,2014.0,1,0
The Squid and the Whale,2006.0,1,0
The Story of Time,1952.0,1,0
The Stepmother,1973.0,1,0
The Story of Three Loves,1954.0,1,0
The Jazz Singer,1929.0,1,0
The Jazz Singer,1953.0,1,0
The Story of Dr. Wassell,1945.0,1,0
The Story of Adele H.,1976.0,1,0
The Stone Carvers,1985.0,1,1
The Sting II,1984.0,1,0
The John Glenn Story,1963.0,1,0
The Johnstown Flood,1990.0,1,1
The Stairs,1951.0,1,0
The Statue of Liberty,1986.0,1,0
The Joker Is Wild,1958.0,1,1
The Star,1953.0,1,0
The Star Witness,1933.0,1,0
The Journey of Natty Gann,1986.0,1,0
The Judge,2015.0,1,0
The Jungle Book,1968.0,1,0
The Star Maker,1996.0,1,0
The Loud Mouth,1933.0,1,0
The Royal Tenenbaums,2002.0,1,0
The Royal Family of Broadway,1932.0,1,0
The Navy Comes Through,1943.0,1,0
The Private Life of Helen of Troy,1929.0,1,0
The Mysterious Geographic Explorations of Jasper Morello,2006.0,1,0
The Naked Eye,1957.0,1,0
The Naked Prey,1967.0,1,0
The Naked Spur,1954.0,1,0
The Princess Bride,1988.0,1,0
The Narrow Margin,1953.0,1,0
The Nasty Girl,1991.0,1,0
The Nest,1981.0,1,0
The Music Box,1933.0,1,1
The New Land,1973.0,1,0
The Pride of St. Louis,1953.0,1,0
The New Spirit,1943.0,1,0
The New Tenants,2010.0,1,1
The New World,2006.0,1,0
The Night before Christmas,1942.0,1,0
The Price of Victory,1943.0,1,0
The Nightmare before Christmas,1994.0,1,0
The Music Teacher,1989.0,1,0
The Mushroom Club,2006.0,1,0
The Ninth Circle,1961.0,1,0
The Morning After,1987.0,1,0
The Pumpkin Eater,1965.0,1,0
